Time (s),CPU Load (%)
0,0.0
1,10.186335403726709
2,24.06015037593985
3,94.16873449131513
4,26.591760299625467
5,6.5
6,7.22291407222914
7,6.343283582089552
8,10.349127182044887
9,12.655086848635236
10,82.83208020050125
11,89.53922789539229
12,87.20496894409938
13,89.0840652446675
14,83.02122347066168
15,76.08966376089664
16,91.2609238451935
17,83.75
18,71.05590062111801
19,53.37499999999999
20,81.625
21,80.94645080946451
22,88.7920298879203
23,78.4557907845579
24,84.48060075093868
25,78.4019975031211
26,79.52559300873908
27,76.6541822721598
28,70.5
29,82.87841191066998
30,81.6708229426434
31,83.56164383561644
32,77.625
33,89.55223880597015
34,90.23779724655819
35,40.099626400996264
