Time (s),CPU Load (%)
0,0.0
1,26.328985954268525
2,33.86031709684448
3,92.96967600174503
4,76.23124777750346
5,14.074288929691734
6,29.115926188911562
7,25.701633770503364
8,20.179876246475047
9,14.8549915647473
10,90.85529635468852
11,74.29900549662526
12,88.447170926441
13,95.64341392648153
14,88.87715562465779
15,91.93006909207959
16,85.59738748412505
17,94.1911560311385
18,106.47342678499106
19,99.69585556776683
20,87.11340101488784
21,76.34030582210137
22,103.87531220646183
23,98.14990887169463
24,109.2598260677591
25,94.43495166929567
26,88.43849764730317
27,89.00513189975428
28,86.49110550857685
29,90.34024869558802
30,103.89855291188806
31,95.58330802207377
32,101.59224475740213
33,113.93030896855869
34,96.55165566690415
35,92.15096865120941
36,115.64576605141623
37,84.84140797257977
38,89.24815809689896
39,86.67819312459896
40,90.70083801072879
41,94.07554537207838
42,86.81717117507213
43,87.11690020853399
44,93.81714910511445
45,83.94105380336273
46,88.18886501547388
47,101.44278339382204
48,95.11765644898027
49,97.37265419071153
50,97.63704332555655
51,100.9276451278451
52,94.17096653769516
53,104.1055177629207
54,89.36365416958932
55,86.70254092802458
56,85.20079466962001
57,87.87529176055452
58,82.80424678628877
59,100.16245216655156
60,55.69568488057715
61,3.910396110137552
62,5.516486313564668
63,14.62711864258196
64,32.07965065924016
