Time (s),CPU Load (%)
0,0.0
1,10.617278625062678
2,17.019006658568703
3,12.459260811816383
4,30.655606845341136
5,7.1913321970967
6,8.268842567270863
7,6.210065730636735
8,9.201870711258206
9,6.642465856215182
10,6.916378041177644
11,18.776524005953558
12,17.137159251140552
13,13.146905696473059
14,15.509759797567959
15,14.477570394948401
16,12.677871717644798
17,11.713238073611862
18,11.337418104057653
19,14.477311904982315
20,14.944421565196258
21,14.057935347845461
22,13.538931140916215
23,12.176381574634416
24,16.67939684705094
25,16.24069225980213
26,15.852199992586566
27,11.954273395961161
28,14.66849527663485
29,10.715946517721598
30,14.92599071150991
31,12.70979401968787
32,14.885602178292764
33,14.674174244172333
34,16.482968863090672
35,14.14264154928178
36,12.20884541373341
37,11.177072366710592
38,15.321557116139674
39,15.906248519169253
40,15.174754440932878
41,13.520664749094157
42,15.748263302430074
43,12.161327452870944
44,15.123688792216932
45,16.599406220509227
46,16.997796027083417
47,14.131453123476104
48,14.069451060810199
49,13.26377330865106
50,14.369627746697251
51,12.597692393426254
52,11.894769609053549
53,16.21500251810166
54,13.74035783238685
55,15.300852900024879
56,13.684462083720076
57,13.20611378309658
58,12.271788566756713
59,15.106117630454342
60,14.955444595069846
61,7.830580926847021
62,4.86253655456763
63,11.544862734385367
64,14.8713931659266
65,14.558202040865524
66,12.651375979501465
