Time (s),CPU Load (%)
0,0.0
1,22.443576156514
2,9.157606617697407
3,40.98195893769397
4,10.254240970556333
5,8.130510522236264
6,10.832170378257132
7,12.458118090312425
8,15.040372302074474
9,25.15699840722391
10,22.98334010691115
11,28.57314593134115
12,24.643144810319324
13,23.956555855633898
14,26.711860052811936
15,26.01825735276815
16,23.40808088415057
17,25.187975199542517
18,32.97063661549845
19,24.817459976247424
20,26.99194834779791
21,24.193304216897822
22,25.946517056017612
23,27.750475430583947
24,24.039402048380772
25,26.610275531019788
26,21.06661468428862
27,17.410798375512233
28,26.246387338037717
29,27.15578424112467
30,20.551349073096457
31,22.475711265235525
32,24.825363234004904
33,26.824617526479848
34,22.14658207400003
35,23.626818857245155
36,18.20202421857734
37,25.07850108847891
38,20.31612685519422
39,21.641151644485237
40,28.799205511354728
41,20.34960251759747
42,21.083269354166966
43,24.47612716962928
44,23.684072734338393
45,23.563068935905157
46,23.51076649638606
47,29.687480959567683
48,23.14260551397947
49,21.96106574005985
50,27.435720129936847
51,18.791280428221217
52,22.630917109075703
53,24.352970604473537
54,22.674390109658688
55,20.22446657174253
56,22.96786405297682
57,25.858026780911747
58,20.584873574453916
59,24.43447791347022
60,29.02227019818792
61,23.36188117652487
62,19.944701769979474
63,22.84881030226323
64,26.38640052041287
65,28.92816626881002
66,22.79010053921345
67,27.556023149230974
68,22.705455275318563
69,28.96416350868558
70,20.464708353047225
71,21.81280452218262
72,21.23883112577213
73,23.798658479249227
74,25.492034010774365
75,22.073674962097897
76,19.17618209128243
77,3.5308341975332853
78,5.438232628208352
