Time (s),CPU Load (%)
0,0.0
1,19.370358001620502
2,8.412458871622018
3,37.93411178634807
4,7.055438360437867
5,7.96206663954678
6,11.561275603733343
7,8.834968171578247
8,16.606980632297084
9,23.443320351465026
10,25.667097369569547
11,26.531977205669723
12,22.140287073034273
13,26.666599407857074
14,26.917831967135168
15,24.84554707583437
16,26.009592857374265
17,29.263590399983975
18,28.443938294095094
19,27.242171125938672
20,22.381896951859776
21,20.550751806659957
22,21.627646630247362
23,29.876914855222843
24,27.152549697300234
25,23.201066676208715
26,21.090048974099624
27,20.130453718883352
28,25.713020673216942
29,26.59763109468041
30,20.519360183642206
31,18.391291355941327
32,24.999113347153035
33,25.42173247975206
34,21.449367265412928
35,25.104929702887585
36,22.8753599456661
37,25.106533717709738
38,21.531011017660738
39,22.96139085489175
40,29.40106986381434
41,19.908532820662607
42,19.569861266084537
43,26.979031531467783
44,22.741041127994954
45,27.316352712028245
46,20.481575963087934
47,26.96013813233009
48,26.63537668838312
49,23.3708899287416
50,29.27892063194499
51,21.5705960020235
52,27.21629837514883
53,24.565432036405493
54,25.389530170284278
55,22.127925337970417
56,21.630802054407834
57,26.154632701563965
58,20.197965151815527
59,21.87690559957415
60,26.70938476035884
61,24.87323096757484
62,19.26628453924549
63,18.01199397136988
64,25.159385284300512
65,27.969217546200433
66,23.199516145806328
67,25.253775053243576
68,22.36955798598032
69,27.993482125740304
70,23.487939151387636
71,24.247324336910452
72,25.70254357073123
73,20.824597600198718
74,28.04512352320525
75,24.55382998695773
76,24.549667820951115
77,1.8025629229466849
78,8.692425480816574
79,22.996162368757872
