Time (s),CPU Load (%)
0,0.0
1,5.361596009975062
2,39.22789539227895
3,5.381727158948686
4,5.721393034825871
5,5.72851805728518
6,5.9775840597758405
7,8.094645080946451
8,11.72069825436409
9,23.220973782771537
10,23.404255319148938
11,23.383084577114428
12,21.419676214196762
13,18.633540372670808
14,20.848938826466917
15,6.733167082294264
16,16.10486891385768
17,21.695760598503743
18,25.774473358116477
19,22.885572139303484
20,24.93765586034913
21,24.159402241594023
22,21.170610211706105
23,23.404255319148938
24,19.702602230483272
25,20.54794520547945
26,23.875
27,23.536737235367372
28,22.66500622665006
29,24.064837905236907
30,27.860696517412936
31,25.21847690387016
32,23.975155279503106
33,22.0
34,23.44139650872818
35,19.42714819427148
36,20.79701120797011
37,18.633540372670808
38,0.8739076154806492
39,0.9950248756218906
40,0.620347394540943
