Time (s),CPU Load (%)
0,0.0
1,0.9987515605493134
2,15.796019900497512
3,14.713216957605985
4,20.298879202988793
5,8.582089552238806
6,2.4906600249066
7,4.375
8,1.36986301369863
9,6.242197253433209
10,15.068493150684931
11,14.44582814445828
12,16.229712858926344
13,14.196762141967623
14,13.167701863354036
15,14.643304130162704
16,15.730337078651685
17,13.982521847690387
18,13.788819875776397
19,11.81592039800995
20,12.8428927680798
21,11.70610211706102
22,11.875
23,12.079701120797012
24,13.805970149253731
25,11.45703611457036
26,12.189054726368159
27,14.962593516209477
28,13.07596513075965
29,12.049689440993788
30,14.661654135338345
31,14.037267080745341
32,13.591022443890274
33,13.788819875776397
34,13.341645885286782
35,12.60923845193508
36,12.826899128268993
37,11.125
38,13.216957605985039
39,11.581569115815691
40,13.540372670807454
41,12.734082397003746
42,12.919254658385093
43,12.85892634207241
44,12.826899128268993
45,13.341645885286782
46,12.219451371571072
47,13.027295285359802
48,12.422360248447205
49,11.013767209011265
50,12.189054726368159
51,13.375
52,14.107365792759053
53,12.763320941759604
54,12.468827930174564
55,9.45273631840796
56,11.735330836454432
57,10.945273631840797
58,12.967581047381547
59,13.823163138231632
60,10.25
61,12.577833125778332
62,13.20049813200498
63,14.089775561097257
64,13.092269326683292
65,12.32876712328767
66,12.422360248447205
67,11.221945137157107
68,11.318407960199005
69,13.358302122347066
70,11.442786069651742
71,11.985018726591761
72,12.468827930174564
73,13.664596273291925
74,13.25
75,13.341645885286782
76,12.390488110137673
77,12.734082397003746
78,12.593516209476311
79,14.427860696517413
80,12.826899128268993
81,13.07596513075965
82,11.83063511830635
83,13.341645885286782
84,12.826899128268993
85,13.108614232209737
86,13.432835820895523
87,11.5527950310559
88,12.204234122042342
89,13.607990012484395
90,11.81592039800995
91,11.970074812967582
92,12.109862671660425
93,13.266583229036296
94,9.339975093399751
95,11.940298507462686
96,13.059701492537313
97,12.375
98,11.235955056179774
99,12.234706616729088
100,10.638297872340425
101,12.826899128268993
102,12.468827930174564
103,13.0
104,13.125
105,12.28287841191067
106,12.640801001251564
107,12.718204488778055
108,12.375
109,14.002478314745973
110,12.75
111,12.344139650872817
112,13.141426783479348
113,13.48314606741573
114,11.471321695760599
115,12.298136645962733
116,11.403508771929824
117,13.043478260869565
118,11.845386533665836
119,12.313432835820896
120,10.473815461346634
121,10.763454317897372
122,18.329177057356606
123,13.325031133250311
124,13.805970149253731
125,13.167701863354036
126,11.889862327909889
127,13.591022443890274
128,12.25
129,13.2334581772784
130,12.810945273631841
131,12.95143212951432
132,11.955168119551681
133,12.8428927680798
134,12.8428927680798
135,13.647642679900745
136,10.526315789473683
137,14.267990074441686
138,12.094763092269327
139,12.718204488778055
140,12.875
141,12.95143212951432
142,11.25
143,13.141426783479348
144,12.919254658385093
145,2.7431421446384037
146,1.1207970112079702
147,0.49813200498132004
148,0.8728179551122194
149,3.495630461922597
150,3.366583541147132
151,1.8656716417910446
152,0.9937888198757764
153,2.6282853566958697
154,3.366583541147132
