Time (s),CPU Load (%)
0,0.0
1,19.106699751861044
2,6.0
3,76.68329177057358
4,65.29338327091136
5,9.71357409713574
6,8.863920099875156
7,8.739076154806492
8,8.614232209737828
9,13.291925465838508
10,66.16729088639201
11,65.20650813516896
12,86.26716604244695
13,74.78260869565217
14,69.45137157107231
15,75.12437810945273
16,82.97872340425532
17,79.72465581977471
18,88.46153846153845
19,91.60401002506265
20,86.40296662546353
21,68.21026282853568
22,85.94527363184079
23,70.85927770859277
24,83.35419274092615
25,80.72590738423028
26,84.32835820895522
27,75.25
28,77.97029702970298
29,85.80323785803238
30,79.7011207970112
31,86.26716604244695
32,73.13432835820896
33,89.09774436090225
34,85.3233830845771
35,82.54364089775561
36,92.375
37,79.875
38,82.5
39,78.85572139303483
40,71.125
41,81.09452736318407
42,79.1510611735331
43,67.45635910224439
44,71.3216957605985
45,71.30325814536342
46,66.16915422885572
47,90.41095890410958
48,87.31343283582089
49,81.65829145728644
50,79.65260545905707
51,89.66376089663761
52,80.02496878901373
53,80.07471980074719
54,76.69172932330827
55,73.44913151364764
56,79.7752808988764
57,72.2636815920398
58,80.77403245942571
59,78.05486284289277
60,49.68866749688667
61,1.373283395755306
62,1.1207970112079702
63,0.8706467661691543
64,3.25
