Time (s),CPU Load (%)
0,0.0
1,2.2484886819868297
2,3.178083399714154
3,17.19333198736013
4,12.741615244253667
5,20.997435526409447
6,44.76663112407597
7,10.419847559903298
8,10.160177272367
9,10.687464234881086
10,12.129846137905009
11,12.531126897467326
12,18.989855287022372
13,25.245980012635666
14,24.5632840014707
15,21.527169018189277
16,19.995619528925754
17,25.9088218250089
18,20.231843437794925
19,26.327629845174013
20,21.312597791058835
21,28.15498661478329
22,26.645818195451326
23,22.795827131046593
24,28.603194674502507
25,21.413491378732683
26,25.062204709633242
27,24.025012240952897
28,28.657284913700117
29,21.604828257205963
30,23.795376340849007
31,25.225980015587364
32,23.044997038724553
33,29.382640501968314
34,27.951963435642043
35,25.063378658698372
36,21.800344062444374
37,25.556979203785897
38,28.670545495255045
39,19.993663001802407
40,22.03507339861843
41,27.704406900625408
42,29.01675592705333
43,19.076137363934397
44,23.005656217386488
45,19.777252405778725
46,23.708493959681867
47,25.90583955666211
48,26.585270173453885
49,27.417062507979033
50,22.104024848959334
51,20.788604849013996
52,22.92823484578278
53,27.628287726924018
54,23.664627509736977
55,26.607153052553684
56,22.108307211160575
57,27.248339850958182
58,20.721655696640767
59,23.543267608377672
60,27.078973996912005
61,26.47846857072502
62,25.98764941141613
63,24.604048624601944
64,25.365875089232674
65,27.070891878654457
66,24.786018027976226
67,22.487863937149527
68,25.27598735742069
69,26.527962314588684
70,25.549533567222728
71,24.64152651583718
72,28.619257401151273
73,18.883987309720805
74,22.516862795863958
75,28.215831190842252
76,21.841584870593074
77,20.316103397383724
78,23.756408234506182
79,22.611722964434797
80,24.25600894074365
81,22.712663518147863
82,27.17671598300591
83,20.73084588939107
84,19.707221853716675
85,28.347207683949627
86,21.929843263627657
87,21.582345797872925
88,24.724381835885605
89,24.62749560004439
90,30.362717522736887
91,33.62101867489889
92,21.74190396346023
93,34.30415780855474
94,26.823241142301327
95,27.709752947299627
96,24.216029422803018
97,31.2888898984191
98,23.822967069278683
99,25.161147091332218
100,18.74833720459989
101,21.497440889640707
102,24.561843109739407
103,21.506026645489307
104,22.191040018469252
105,20.93370663288552
106,26.40026798701657
107,20.691106117319972
108,23.84615839011944
109,21.827261284180615
110,25.93550690925198
111,28.22180239556848
112,26.876023111917867
113,22.95990816103303
114,22.948287273272626
115,23.704133656397794
116,27.00922588742641
117,26.08782694520309
118,24.9738576435213
119,22.91666329745197
120,12.699376717805775
121,24.999636994319985
122,22.28184004242112
123,26.192016234709445
124,22.14250596520799
125,27.846653844298505
126,22.909474390918824
127,23.005099303666736
128,21.654288911776565
129,27.927492258123877
130,24.605457214689405
131,26.55131474016635
132,22.682623959242836
133,28.440085746159095
134,23.648959748712223
135,21.579409872096445
136,21.253289231536115
137,21.324766924974238
138,26.81734660679575
139,28.219103755226463
140,22.18373665410728
141,24.662482551519812
142,23.189387265893913
143,26.409693033843535
144,23.927793309489232
145,21.35208935063873
146,24.577371853506836
147,27.917807630326013
148,24.725570237746076
149,24.69047550592968
150,21.887424103319503
151,26.854664135675627
152,27.20315107309586
153,24.541378294904728
154,25.084300160998197
155,14.10690794662133
156,21.792415661862005
157,2.8284121264252335
158,5.714528470588505
159,6.688294496077558
160,5.401944988135091
161,21.543591759528287
162,22.240592181982006
163,22.32735574679957
164,25.47668237770676
165,25.011112243740836
