Time (s),CPU Load (%)
0,0.0
1,5.43722001651415
2,6.317968166738541
3,16.5775629028422
4,13.98912330650339
5,23.88967427961704
6,41.71655002548375
7,13.625360561532926
8,10.498982983989661
9,12.76184390324578
10,13.583926695351426
11,16.46040301969186
12,19.320132774080065
13,23.07762099510986
14,21.366667047998934
15,25.678619505092197
16,19.567345383310464
17,29.571700963681675
18,24.841892007093723
19,24.481039714031613
20,21.172403969301232
21,27.177220600046198
22,28.490831899852743
23,21.036710063460603
24,27.591044934993867
25,19.7529765743324
26,27.90873990702486
27,23.409947492696713
28,25.932520312404662
29,20.81529043485151
30,22.13111857844674
31,24.363398807693102
32,24.27932396754574
33,25.899170959838724
34,24.868730867190347
35,27.6328187856369
36,22.18138464016843
37,23.68016361466359
38,23.96336157706547
39,23.27145894644707
40,21.807772871290513
41,25.388537455349965
42,27.871216228231805
43,18.897194004978235
44,24.18154679355969
45,24.693005681635487
46,23.752756715786845
47,22.852784972073614
48,29.133377818638586
49,25.459686515617403
50,24.29711890835769
51,21.653581365460465
52,22.665354964149714
53,23.726776207204395
54,22.44175348655868
55,27.093997715316046
56,24.36006269978764
57,29.74090386615932
58,21.865531435962563
59,24.0333350228688
60,24.681323359871037
61,23.38178401305047
62,25.10742754500409
63,24.885353530717055
64,23.321183531506982
65,22.596413181149497
66,22.61690342973739
67,24.4903216467917
68,28.92385222013646
69,25.661898828130493
70,26.394751035668683
71,25.707172061961916
72,27.41056195245259
73,24.163798710350076
74,26.594091185567137
75,26.08455581813511
76,21.82826838912082
77,21.719219085925616
78,26.038554934700713
79,21.268632894898793
80,26.388716592921654
81,24.598560568392408
82,26.48251499356186
83,20.421567274998708
84,20.453557963084382
85,25.473184018349556
86,25.927284289240223
87,20.526666368223
88,25.228156820173375
89,24.876690021442762
90,27.43438563799341
91,35.472869544429294
92,21.351726382859006
93,33.90736964657983
94,26.21823609518472
95,23.27091312885287
96,28.275118597764195
97,27.358392542426092
98,20.275540204322738
99,24.219350259706555
100,13.890883164749145
101,18.455867493694157
102,22.600547261901486
103,25.50242068890777
104,20.26332850511337
105,25.08551386935727
106,25.296173308857966
107,24.5845099242675
108,25.96036454261919
109,21.10236608741397
110,24.26848436633054
111,25.393701449078435
112,28.86821949311875
113,24.872157681386142
114,24.487599507903433
115,22.977602907136692
116,28.964068619292064
117,23.773655337433755
118,25.27260279808656
119,26.032301533698615
120,16.18407211375724
121,27.20343906476972
122,23.861956679481338
123,22.763591132034023
124,26.661515316544225
125,25.605893473211967
126,26.069219716404866
127,24.959511751076114
128,23.067649682911554
129,30.130167565580614
130,25.944001656472615
131,26.05971015484343
132,22.87532000103751
133,25.923947833843883
134,23.49813844109215
135,22.377743183226265
136,25.442087397803817
137,25.723378675345614
138,24.860819416904995
139,27.866814181712776
140,24.782097104253545
141,29.461436786938656
142,26.201328858043286
143,28.778217929849504
144,22.33270706554508
145,23.805374293384638
146,28.725826947546942
147,28.080422404725898
148,24.97219596956341
149,23.359644363070927
150,24.1744185088381
151,25.67869170509823
152,25.36020921790616
153,23.336976897401033
154,23.046888817176647
155,16.86553311405296
156,22.333588067267044
157,4.493202605967286
158,5.485135651899631
159,5.374086248021466
160,4.408815769853025
161,23.587037823725094
162,21.589823160161043
