Time (s),CPU Load (%)
0,0.0
1,5.287380020010834
2,5.592478939427991
3,13.779159270537162
4,11.828655654009697
5,20.40445868154056
6,44.427805275054524
7,12.761865781459663
8,12.169646388868047
9,9.156743717270224
10,13.241855441168275
11,13.85943300185169
12,23.29630387944416
13,23.05389580060327
14,23.145536374514734
15,26.531585693838892
16,18.63565329567576
17,26.0104345128158
18,21.8175325794359
19,29.265663903884345
20,21.478936878824584
21,30.240491012603194
22,29.625877982137666
23,23.960148549396425
24,28.0569419195022
25,24.65121171397277
26,28.642218947303604
27,27.582549525364364
28,25.270871596614995
29,21.61558633607148
30,20.270396678368154
31,26.574999397517434
32,22.326467110669086
33,29.915178277081687
34,25.03496468904489
35,28.30070771001892
36,22.932557505013424
37,25.089403628178516
38,24.390835251787955
39,23.344471915091635
40,22.426560523526522
41,25.87817424431973
42,27.679618862402652
43,20.634774053413597
44,24.933423120459338
45,24.727569641713423
46,22.99845533497349
47,22.37585650335477
48,29.914349513158058
49,27.86236380116084
50,23.775183375706888
51,22.433295943106064
52,26.865291911749843
53,28.326836286909774
54,22.139832243726
55,26.959565867387234
56,22.75755244878215
57,26.253037940770607
58,19.518296255536832
59,23.079508304703428
60,25.22084172501127
61,28.012571685491682
62,26.658056325813405
63,28.058924436232626
64,25.410253471745772
65,24.659614722914075
66,24.356502114618348
67,20.557581284600833
68,28.289963295394816
69,24.18676929829103
70,24.73209108234566
71,27.791288713592788
72,25.278706902014964
73,20.651975776923013
74,27.25438988163298
75,28.368164250329798
76,18.632640516816537
77,25.52565952739442
78,21.158102446029204
79,23.880997711302854
80,23.980381480965622
81,21.561093569430763
82,27.677835444643687
83,18.83827441476437
84,17.059827476103713
85,28.445579341384246
86,26.246662978748255
87,21.426881235953598
88,24.32282452747011
89,28.19133590979121
90,32.31424715248976
91,31.84951937368788
92,23.4281252178187
93,36.10406646990707
94,23.812815343752867
95,24.57360824258868
96,27.037661933146975
97,29.376411278089655
98,24.706240639114487
99,26.899676350923585
100,15.531480316578525
101,22.321278315352988
102,21.799258379078715
103,25.845825447468336
104,20.993568659657562
105,25.813004859561214
106,25.351048366040608
107,24.449240129302684
108,24.915723095701075
109,23.91326452890908
110,25.725373052148846
111,26.870908921691576
112,29.462545734317334
113,25.91404857795585
114,21.1648791122987
115,22.57863853079238
116,27.01271402529605
117,27.56169319070186
118,25.23642026231242
119,22.45631446363783
120,16.335758804666984
121,24.09987433260312
122,23.148985917628263
123,24.943883586312683
124,26.667392330241675
125,27.178483154451502
126,23.529047755926822
127,25.436462845258752
128,26.037038110175068
129,26.257921245794506
130,27.081333770150554
131,26.380253179124885
132,23.194881033314836
133,25.776404949050352
134,22.617792073711325
135,21.29864638812369
136,22.19508948472258
137,21.08247688539167
138,23.708364230438534
139,24.623663526437838
140,23.26823377851069
141,28.520837377366647
142,27.422566355641916
143,27.452166702211027
144,23.824981500725762
145,25.03069546513426
146,24.17032126290532
147,27.539877036929244
148,28.32441342207017
149,24.590220892294763
150,25.80139525077195
151,28.652449451863514
152,29.374523345770314
153,23.34077140733848
154,25.973523417271366
155,14.504764514212441
156,17.580905858459023
157,5.854596227831952
158,4.215890515171447
159,1.8863167990427254
160,8.355191783194867
161,23.358883043000375
162,21.917270484835615
163,20.55511013616911
164,21.52293381433462
165,22.06166115553643
