Time (s),CPU Load (%)
0,0.0
1,5.817959739489537
2,5.8317546704984
3,14.668230213920639
4,14.810258472686051
5,24.76070175642356
6,40.57825607969273
7,9.742573140225037
8,12.881324521766443
9,12.794000742418863
10,12.679359323609885
11,11.80779499922928
12,19.71579892766381
13,26.032748040598428
14,19.60762944907043
15,24.537124404006885
16,20.853303394202783
17,24.49386360386058
18,24.152104299696116
19,29.628250003800122
20,19.14563914119348
21,26.695251011641652
22,28.197500312549707
23,19.818153477082333
24,23.897438611945066
25,23.440653952968056
26,26.578815858948367
27,24.956929638921864
28,25.52199175540779
29,23.4867498724731
30,24.347177901978554
31,26.1438299015705
32,21.826414336827337
33,28.43881859431877
34,26.429000013741923
35,23.914607789577744
36,25.49282131621285
37,23.24788579014212
38,24.010763101755238
39,23.06541010934056
40,22.7398707520116
41,23.599463679893734
42,27.94647575026854
43,17.780574429975502
44,27.112095285941564
45,23.94602727523731
46,20.793330021767527
47,23.70639377326511
48,26.78165359982306
49,27.884293035191583
50,25.699016600499913
51,19.713427198771946
52,24.10820722953181
53,25.9167875760429
54,23.625172784148514
55,28.94828090893224
56,21.332834362287244
57,27.659648889551008
58,23.10194605075794
59,25.051156555084397
60,29.688021799746636
61,28.33242263321909
62,26.230886763804094
63,27.391089132894557
64,28.415634297484218
65,25.50865085902865
66,22.908435008025045
67,23.41055948588503
68,25.07311932023323
69,26.602743542178832
70,25.59087104011095
71,27.37745231817636
72,25.42521081324554
73,22.467539276758334
74,24.6720356867834
75,27.954726662670886
76,19.147174532204264
77,21.516960605099715
78,21.878371571289446
79,22.803904911590486
80,26.01294103101447
81,23.191533139343658
82,25.719932159283882
83,20.802821261672822
84,19.357221896520393
85,29.328911818023077
86,25.91633964431069
87,20.665614492092054
88,24.991502251433086
89,27.61160015754206
90,27.743790093770237
91,32.19807922443977
92,24.57162675653415
93,31.927190047137127
94,25.84805194046629
95,26.585570548707732
96,25.740678974038815
97,32.18162621656838
98,23.716533937700547
99,26.650243578292
100,17.412446868354397
101,22.224065616309154
102,23.406594799241027
103,22.760499756169594
104,19.932619494299985
105,22.46872774767807
106,27.753150786075196
107,23.886732010908133
108,23.854918532820108
109,21.992153263911796
110,26.1347027470059
111,28.036589693900872
112,25.50151721093059
113,26.019364759268335
114,23.520000179049983
115,19.090596703528856
116,26.457742800897865
117,27.336156861053308
118,25.27880009446233
119,25.882304129749368
120,13.255772453011005
121,25.133623082626727
122,23.86262808042253
123,21.388708210298855
124,26.47374211099806
125,24.507159118699178
126,24.059605069824983
127,22.834847326460636
128,21.28956402430867
129,27.178306374523384
130,28.93708999756446
131,28.682865539582345
132,21.64261065207298
133,26.807721096230505
134,24.89626396573221
135,19.544998279409896
136,21.768279835443565
137,25.294650408251325
138,24.93156718170595
139,23.966814645505654
140,21.45655541360863
141,30.256141488389947
142,22.943738773009212
143,29.795081255284032
144,24.933261936259438
145,24.79974352243851
146,24.03795585413013
147,29.73912942439813
148,25.006838474282816
149,23.060684404881982
150,26.075311015097835
151,25.535562587926165
152,27.043712491070067
153,22.13920500873107
154,27.28516597630793
155,16.107645507784223
156,20.237981271522838
157,4.069091008629927
158,4.970513031305048
159,4.222120873898556
160,7.384243449787242
161,20.92826540211584
