Time (s),CPU Load (%)
0,0.0
1,12.66406984134174
2,44.04939127021088
3,7.038009920055667
4,12.170026530410741
5,6.637804533872326
6,9.42703744746563
7,14.896797434261538
8,12.856943661277962
9,32.0076209150235
10,25.39353413809439
11,28.938609502132962
12,28.343432895732885
13,19.55209483809098
14,29.134191359172146
15,11.029018608097743
16,16.23292109497465
17,24.417875465563725
18,33.3517742796707
19,30.29571948148451
20,27.49290111864914
21,27.1502947398294
22,23.674457826711365
23,29.77591133286657
24,25.779454822287484
25,27.967277856563904
26,31.484246166565523
27,24.615959873454194
28,23.832531449229375
29,30.268612602920037
30,29.249127610653158
31,31.83441943545904
32,24.60558862489745
33,23.00046310569299
34,30.920602532055952
35,19.868613328871277
36,24.458765818349608
37,20.743920432391462
38,9.864064845127546
39,6.848965235927686
40,4.8008533267937334
41,23.184311870235778
