Time (s),CPU Load (%)
0,0.0
1,1.6607645326439187
2,17.196446413705456
3,15.574317729904708
4,21.096015104005076
5,9.533188177449695
6,3.7176648500181497
7,5.289821226048396
8,3.2891919040644595
9,8.43009205618742
10,16.359559791040553
11,16.069714695173477
12,16.290079587742248
13,16.531693776264976
14,15.637824093909732
15,15.312632355711873
16,17.143590129722213
17,15.775110526279851
18,16.82681258747519
19,14.833805689904507
20,14.757622100396114
21,11.988453534873013
22,12.555051335808006
23,14.077387599094346
24,13.93689689193745
25,14.576209207351237
26,14.899429763780866
27,16.198691935961413
28,13.89701761828887
29,13.548996119761851
30,15.94133947348119
31,16.140960241693953
32,15.057961549211447
33,14.087727247263553
34,16.421312402021123
35,15.574793400660889
36,16.228731849056462
37,11.237366921624062
38,14.510327601407802
39,14.255971340015128
40,16.051302580491132
41,14.772037279813103
42,12.970148022763121
43,16.044765353725563
44,13.751256679107655
45,13.741354506463123
46,14.088975989469951
47,14.733602001706105
48,15.886015781643886
49,13.789543399993267
50,13.902388949017759
51,13.951444357040922
52,15.956792083553722
53,15.82961951810838
54,14.580341198578758
55,12.092289738619325
56,12.18571865864286
57,13.5222399102669
58,15.164167347015837
59,15.192382150340956
60,13.192763264328967
61,13.53915605176829
62,15.422623182329486
63,16.70333752458034
64,15.343178520195783
65,14.991461728281454
66,14.426983029452753
67,13.221706744270968
68,14.454042316292828
69,16.270975069209797
70,14.13586313496088
71,15.312151883318375
72,15.919416661148258
73,16.385590726378933
74,15.532855188601323
75,14.846935852414727
76,12.494076189553668
77,16.097954272469988
78,13.79334608985072
79,15.475265220346056
80,14.779824857267384
81,15.500552923320395
82,15.049613304210933
83,13.994070895936044
84,14.566878688680651
85,15.657422652660253
86,13.711034993848248
87,12.559870596119579
88,14.343967600782102
89,17.045739085269535
90,14.345708269294823
91,13.829389304795864
92,13.384749594785962
93,13.425259364385443
94,10.437958714407019
95,12.380194095367484
96,15.105820652069859
97,14.42152873207755
98,12.638314113052884
99,12.50066616415749
100,13.300850746968628
101,15.078881598470637
102,14.147935512682153
103,14.30087813241643
104,15.560015306316778
105,14.347137903821345
106,14.188208393193381
107,15.567765756817035
108,13.454514756079767
109,15.24759964266077
110,13.960565368028153
111,14.534387363935464
112,15.909425996421486
113,14.746717166313012
114,13.960880629897611
115,13.252384686024348
116,14.803726321261987
117,15.148272644495977
118,14.3179849767024
119,12.983272070166123
120,13.111254877605175
121,11.070006702139597
122,20.401247666735216
123,14.954209797695
124,16.079932498051278
125,13.301000362763675
126,13.617890242360012
127,16.503100978629654
128,12.251773038004956
129,16.464786386334815
130,13.329979722601578
131,15.700043272097059
132,12.919518142034285
133,15.630575732435865
134,14.83451131613034
135,17.020730147275522
136,13.558931289972207
137,14.775530634407849
138,14.345682788595887
139,14.219094771082482
140,13.693734367240454
141,15.631563546107676
142,13.410303062070529
143,16.581321485612197
144,15.926315146982088
145,3.0607237757042163
146,4.6229171346916935
147,0.7532808877954151
148,1.9805413272489658
149,6.477890993087493
150,6.548739423742679
151,3.7512226878026933
152,1.5701875919922434
153,5.105774920663968
154,3.698715884525209
155,13.857161753877065
156,12.344070460562815
157,14.78637814408855
158,14.96945617096085
159,14.706587275120842
160,15.206460360653956
161,15.04241127972766
162,13.524478455839409
163,15.13518444142693
164,13.886870060143838
